transport_type,distance_km,electricity_kwh,diet_type,waste_kg,flights_per_year,transport_co2,electricity_co2,diet_co2,waste_co2,flight_co2,total_co2_kg
car_petrol,6.65,106.96,vegetarian,17.24,2,41.9,87.7,100,8.62,42.5,296.65
car_diesel,0.53,140.49,vegetarian,12.66,1,2.69,115.2,100,6.33,21.25,235.79
walking,59.1,33.64,pescatarian,27.12,1,0.0,27.58,150,13.56,21.25,220.13
motorcycle,48.58,140.28,meat_light,23.51,0,160.3,115.03,200,11.75,0.0,463.74
motorcycle,5.77,284.3,meat_light,12.49,0,19.05,233.13,200,6.24,0.0,485.5
bus,14.47,146.33,meat_heavy,14.01,1,17.37,119.99,300,7.0,21.25,490.36
motorcycle,3.15,208.88,vegetarian,25.36,1,10.4,171.28,100,12.68,21.25,311.63
motorcycle,6.58,132.07,vegan,17.13,0,21.71,108.3,50,8.57,0.0,173.76
bus,9.51,74.17,vegan,9.04,3,11.41,60.82,50,4.52,63.75,176.24
walking,55.66,287.51,meat_light,34.94,0,0.0,235.76,200,17.47,0.0,463.91
car_petrol,1.39,279.58,meat_heavy,5.11,0,8.75,229.26,300,2.55,0.0,568.47
car_diesel,12.53,96.38,vegetarian,6.87,1,63.88,79.04,100,3.43,21.25,280.51
motorcycle,16.86,178.01,meat_light,26.32,0,55.65,145.96,200,13.16,0.0,440.32
bus,6.25,199.76,vegan,14.95,6,7.5,163.8,50,7.47,127.5,335.2
train,12.55,212.63,meat_light,19.83,1,11.3,174.36,200,9.91,21.25,386.76
car_petrol,7.02,104.64,vegetarian,22.88,1,44.22,85.81,100,11.44,21.25,268.94
train,4.91,189.54,meat_heavy,16.43,2,4.42,155.42,300,8.21,42.5,483.51
cycle,36.66,48.34,vegetarian,28.05,0,0.0,39.64,100,14.03,0.0,153.91
bus,11.13,16.27,meat_light,16.78,3,13.36,13.34,200,8.39,63.75,282.77
car_electric,3.8,234.98,meat_heavy,26.19,0,5.69,192.69,300,13.09,0.0,548.32
car_petrol,23.1,272.1,meat_heavy,22.87,0,145.51,223.12,300,11.43,0.0,629.86
cycle,9.46,144.48,meat_light,11.34,0,0.0,118.48,200,5.67,0.0,312.47
car_petrol,13.63,87.62,meat_heavy,23.37,1,85.89,71.85,300,11.68,21.25,463.49
walking,35.42,205.19,vegetarian,28.15,0,0.0,168.26,100,14.08,0.0,290.84
car_diesel,14.44,190.18,meat_light,25.32,2,73.62,155.95,200,12.66,42.5,510.99
bus,6.48,94.25,vegetarian,10.93,0,7.78,77.29,100,5.46,0.0,181.67
motorcycle,59.77,168.4,meat_light,15.59,0,197.24,138.09,200,7.8,0.0,579.84
bus,11.3,101.37,meat_light,26.86,0,13.56,83.12,200,13.43,0.0,326.95
motorcycle,25.31,191.44,meat_heavy,11.3,1,83.53,156.98,300,5.65,21.25,578.1
motorcycle,56.13,224.0,meat_heavy,19.94,1,185.23,183.68,300,9.97,21.25,669.89
motorcycle,43.75,158.33,meat_heavy,7.62,0,144.37,129.83,300,3.81,0.0,591.16
car_diesel,2.89,143.13,vegetarian,20.67,3,14.75,117.36,100,10.34,63.75,298.68
walking,97.47,124.08,vegetarian,34.46,2,0.0,101.74,100,17.23,42.5,241.86
cycle,3.73,141.38,meat_heavy,18.68,2,0.0,115.93,300,9.34,42.5,490.33
car_electric,10.25,143.07,meat_light,7.33,1,15.37,117.32,200,3.67,21.25,343.71
walking,4.65,25.37,meat_light,18.12,1,0.0,20.81,200,9.06,21.25,248.53
motorcycle,32.99,204.48,vegetarian,24.05,1,108.86,167.67,100,12.03,21.25,415.39
car_electric,16.64,100.75,vegetarian,16.59,0,24.96,82.61,100,8.29,0.0,222.19
bus,75.2,275.92,meat_heavy,8.92,1,90.24,226.26,300,4.46,21.25,683.85
car_petrol,5.3,273.47,meat_heavy,8.49,6,33.39,224.24,300,4.25,127.5,677.12
car_petrol,40.38,73.99,meat_light,23.51,2,254.41,60.67,200,11.75,42.5,593.97
motorcycle,9.1,54.59,meat_light,14.68,0,30.04,44.77,200,7.34,0.0,267.33
bus,8.56,97.26,meat_light,22.37,0,10.27,79.76,200,11.19,0.0,277.13
car_petrol,67.81,128.06,meat_heavy,24.03,1,427.19,105.01,300,12.02,21.25,930.67
car_electric,28.6,140.86,meat_heavy,14.87,1,42.9,115.51,300,7.44,21.25,470.56
car_petrol,30.4,72.94,meat_heavy,31.81,0,191.49,59.81,300,15.9,0.0,549.39
walking,9.68,163.67,meat_heavy,6.81,0,0.0,134.21,300,3.4,0.0,468.63
train,5.0,101.14,meat_light,32.01,2,4.5,82.93,200,16.0,42.5,371.55
car_petrol,13.65,10.42,pescatarian,17.13,0,85.97,8.54,150,8.57,0.0,260.59
motorcycle,5.42,180.32,meat_light,24.22,0,17.87,147.86,200,12.11,0.0,386.2
car_diesel,6.73,123.62,meat_heavy,15.24,1,34.32,101.37,300,7.62,21.25,454.51
cycle,12.56,84.1,pescatarian,15.05,0,0.0,68.96,150,7.52,0.0,232.91
car_diesel,21.52,189.43,pescatarian,18.89,2,109.76,155.33,150,9.44,42.5,448.73
car_petrol,1.51,99.02,vegetarian,16.14,2,9.5,81.19,100,8.07,42.5,222.57
bus,11.93,321.67,pescatarian,22.39,0,14.32,263.77,150,11.19,0.0,455.68
cycle,5.35,191.59,pescatarian,3.78,0,0.0,157.11,150,1.89,0.0,313.41
bus,5.67,234.43,meat_light,18.18,0,6.81,192.24,200,9.09,0.0,411.27
train,39.34,88.44,meat_light,23.05,2,35.41,72.52,200,11.53,42.5,334.41
motorcycle,10.12,83.72,meat_light,25.27,3,33.4,68.65,200,12.64,63.75,396.47
walking,96.0,213.92,vegetarian,17.94,6,0.0,175.42,100,8.97,127.5,419.38
train,2.24,184.09,vegan,14.43,2,2.01,150.95,50,7.22,42.5,233.03
bus,11.36,243.07,pescatarian,27.06,0,13.63,199.32,150,13.53,0.0,350.56
bus,18.38,154.1,meat_light,33.6,0,22.06,126.36,200,16.8,0.0,337.55
car_electric,93.26,127.88,meat_light,26.46,3,139.9,104.86,200,13.23,63.75,516.84
car_petrol,1.94,180.07,meat_light,20.09,0,12.2,147.66,200,10.04,0.0,351.51
train,46.04,242.43,vegan,30.04,2,41.44,198.79,50,15.02,42.5,363.79
car_diesel,30.83,118.26,pescatarian,16.06,1,157.25,96.98,150,8.03,21.25,434.1
motorcycle,7.89,154.95,pescatarian,17.05,0,26.04,127.06,150,8.52,0.0,329.91
train,48.76,83.89,meat_light,19.88,0,43.88,68.79,200,9.94,0.0,319.58
car_petrol,43.62,143.51,meat_light,28.9,1,274.8,117.68,200,14.45,21.25,658.63
motorcycle,38.52,191.77,meat_light,19.53,1,127.12,157.25,200,9.76,21.25,538.89
cycle,20.21,142.02,meat_heavy,9.43,2,0.0,116.46,300,4.72,42.5,486.76
car_petrol,15.77,212.55,vegan,23.71,3,99.36,174.29,50,11.85,63.75,402.35
car_petrol,9.54,165.22,vegan,5.66,0,60.11,135.48,50,2.83,0.0,260.85
car_petrol,6.64,212.85,meat_heavy,1.0,1,41.86,174.54,300,0.5,21.25,563.11
bus,3.0,137.05,pescatarian,10.58,2,3.6,112.38,150,5.29,42.5,317.83
car_electric,4.68,174.09,meat_light,8.38,1,7.02,142.75,200,4.19,21.25,355.44
bus,47.85,146.42,meat_heavy,6.39,0,57.43,120.07,300,3.19,0.0,487.99
car_petrol,23.29,205.08,meat_light,25.5,1,146.7,168.17,200,12.75,21.25,544.47
cycle,78.57,196.05,meat_light,19.99,1,0.0,160.76,200,9.99,21.25,389.15
car_diesel,0.09,153.66,pescatarian,7.02,1,0.48,126.0,150,3.51,21.25,324.4
car_electric,15.05,172.41,meat_heavy,31.64,0,22.57,141.38,300,15.82,0.0,485.28
car_diesel,6.47,107.63,meat_heavy,17.19,0,33.0,88.26,300,8.59,0.0,404.43
car_petrol,22.15,126.17,meat_light,19.67,1,139.55,103.46,200,9.83,21.25,456.65
car_diesel,26.53,75.47,meat_light,17.4,1,135.33,61.88,200,8.7,21.25,451.68
car_petrol,38.51,105.04,meat_light,22.7,1,242.59,86.13,200,11.35,21.25,601.28
car_petrol,25.74,177.99,pescatarian,19.04,4,162.15,145.95,150,9.52,85.0,588.12
car_diesel,40.68,201.85,vegetarian,1.0,0,207.48,165.52,100,0.5,0.0,452.3
car_diesel,14.66,156.39,meat_light,19.25,0,74.75,128.24,200,9.62,0.0,422.52
bus,78.22,206.16,vegetarian,26.22,1,93.86,169.05,100,13.11,21.25,380.21
car_petrol,41.56,144.27,meat_heavy,11.11,0,261.82,118.3,300,5.55,0.0,738.11
walking,20.28,119.05,meat_light,12.6,0,0.0,97.62,200,6.3,0.0,293.25
walking,4.16,196.47,vegetarian,21.43,0,0.0,161.11,100,10.72,0.0,278.42
train,29.12,82.21,meat_heavy,13.41,3,26.21,67.41,300,6.7,63.75,460.91
cycle,15.05,80.42,meat_light,17.96,1,0.0,65.95,200,8.98,21.25,273.55
motorcycle,38.01,214.35,meat_heavy,31.43,0,125.43,175.77,300,15.72,0.0,622.54
train,19.49,100.17,meat_heavy,16.78,1,17.54,82.14,300,8.39,21.25,455.29
bus,28.04,184.1,pescatarian,28.69,1,33.64,150.96,150,14.35,21.25,388.15
car_electric,12.28,165.26,meat_light,14.39,1,18.42,135.51,200,7.19,21.25,393.36
car_petrol,22.52,186.9,vegetarian,24.08,3,141.86,153.26,100,12.04,63.75,482.67
cycle,16.6,199.47,meat_heavy,20.66,1,0.0,163.56,300,10.33,21.25,477.27
car_electric,12.27,89.92,meat_heavy,12.62,0,18.4,73.74,300,6.31,0.0,409.77
car_petrol,10.56,144.49,meat_heavy,18.6,3,66.52,118.48,300,9.3,63.75,533.19
motorcycle,15.89,170.77,meat_light,23.94,2,52.43,140.03,200,11.97,42.5,471.76
car_petrol,12.89,164.41,meat_light,23.26,1,81.22,134.81,200,11.63,21.25,437.97
bus,26.63,249.03,meat_heavy,14.97,0,31.96,204.21,300,7.48,0.0,539.44
motorcycle,29.08,193.76,meat_heavy,9.59,1,95.95,158.88,300,4.8,21.25,619.08
walking,2.8,222.12,vegan,20.07,1,0.0,182.14,50,10.04,21.25,254.02
cycle,8.33,217.09,vegetarian,29.59,0,0.0,178.01,100,14.79,0.0,288.56
car_diesel,41.38,137.99,meat_light,31.19,1,211.06,113.15,200,15.6,21.25,590.42
motorcycle,8.05,165.75,meat_light,6.37,1,26.58,135.92,200,3.18,21.25,361.62
train,6.01,127.46,vegetarian,9.56,1,5.41,104.52,100,4.78,21.25,231.11
motorcycle,19.26,121.85,meat_heavy,16.77,1,63.56,99.92,300,8.38,21.25,486.17
car_petrol,17.23,269.52,meat_light,34.67,0,108.53,221.01,200,17.34,0.0,525.2
cycle,73.52,149.56,vegetarian,10.99,0,0.0,122.64,100,5.49,0.0,221.77
car_petrol,30.94,80.88,vegan,20.87,2,194.93,66.32,50,10.44,42.5,345.32
bus,10.27,46.7,vegetarian,26.39,0,12.33,38.29,100,13.19,0.0,155.64
motorcycle,26.84,296.47,meat_heavy,23.5,1,88.59,243.11,300,11.75,21.25,661.63
bus,65.74,119.18,vegetarian,27.62,0,78.89,97.73,100,13.81,0.0,290.64
train,17.49,159.08,meat_heavy,17.66,0,15.74,130.45,300,8.83,0.0,466.97
motorcycle,54.98,155.35,meat_light,29.68,3,181.44,127.38,200,14.84,63.75,587.01
car_diesel,35.03,118.41,meat_heavy,9.42,2,178.64,97.09,300,4.71,42.5,613.35
car_diesel,11.0,100.04,meat_light,15.56,0,56.1,82.03,200,7.78,0.0,343.38
car_electric,100.54,106.26,vegetarian,18.49,1,150.81,87.14,100,9.24,21.25,374.3
motorcycle,14.13,151.5,meat_light,14.61,0,46.64,124.23,200,7.31,0.0,354.21
car_petrol,2.66,75.33,vegetarian,23.6,0,16.77,61.77,100,11.8,0.0,204.29
cycle,6.55,85.33,meat_light,14.87,0,0.0,69.97,200,7.44,0.0,285.01
bus,57.23,175.35,meat_heavy,16.27,0,68.67,143.78,300,8.14,0.0,512.14
car_petrol,7.35,173.53,meat_light,6.79,4,46.3,142.3,200,3.39,85.0,448.48
walking,6.55,108.81,vegetarian,29.31,3,0.0,89.22,100,14.65,63.75,259.44
bus,20.89,120.27,meat_light,1.0,0,25.07,98.62,200,0.5,0.0,332.92
cycle,1.49,175.94,meat_light,14.26,1,0.0,144.27,200,7.13,21.25,351.01
bus,3.38,245.34,vegetarian,18.87,1,4.06,201.18,100,9.44,21.25,362.37
train,46.03,236.79,vegan,16.32,0,41.42,194.17,50,8.16,0.0,279.8
motorcycle,46.73,227.52,meat_light,9.72,1,154.2,186.57,200,4.86,21.25,553.94
bus,10.47,127.93,meat_light,25.62,0,12.57,104.91,200,12.81,0.0,324.55
car_diesel,10.5,245.87,meat_light,14.82,4,53.57,201.62,200,7.41,85.0,507.46
bus,21.94,217.0,vegetarian,21.86,3,26.33,177.94,100,10.93,63.75,349.79
train,67.62,104.76,vegan,35.55,3,60.86,85.9,50,17.78,63.75,276.96
car_petrol,29.27,86.04,vegetarian,19.59,0,184.37,70.55,100,9.79,0.0,369.05
bus,17.62,167.98,meat_light,22.11,0,21.14,137.75,200,11.05,0.0,381.49
motorcycle,20.84,71.07,meat_heavy,30.48,0,68.78,58.28,300,15.24,0.0,454.44
car_petrol,64.64,82.43,vegetarian,8.1,1,407.24,67.6,100,4.05,21.25,594.65
car_petrol,9.63,185.28,meat_light,27.7,2,60.66,151.93,200,13.85,42.5,454.76
car_petrol,7.95,133.24,vegetarian,19.97,0,50.1,109.26,100,9.99,0.0,272.73
car_petrol,71.77,192.88,meat_heavy,18.13,2,452.18,158.17,300,9.07,42.5,978.34
bus,25.4,202.23,meat_heavy,36.68,2,30.48,165.83,300,18.34,42.5,581.84
cycle,6.07,147.89,meat_light,13.17,2,0.0,121.27,200,6.58,42.5,367.03
bus,18.72,156.45,meat_heavy,16.55,0,22.46,128.29,300,8.28,0.0,465.96
bus,4.48,68.15,vegetarian,15.74,2,5.38,55.89,100,7.87,42.5,215.34
bus,2.3,135.42,pescatarian,26.91,1,2.76,111.04,150,13.46,21.25,293.26
cycle,66.22,195.98,meat_heavy,16.69,4,0.0,160.71,300,8.34,85.0,531.51
bus,8.02,35.46,pescatarian,26.16,1,9.63,29.07,150,13.08,21.25,235.57
bus,47.96,158.58,meat_light,6.19,0,57.56,130.04,200,3.1,0.0,394.24
bus,22.41,179.14,vegan,32.87,0,26.89,146.9,50,16.43,0.0,243.93
car_diesel,2.07,246.34,pescatarian,3.35,2,10.58,202.0,150,1.68,42.5,416.11
car_electric,35.15,227.44,meat_light,31.17,0,52.72,186.5,200,15.59,0.0,469.11
car_electric,71.45,170.58,vegetarian,29.95,0,107.17,139.87,100,14.97,0.0,352.77
motorcycle,8.78,74.12,meat_heavy,20.45,0,28.96,60.78,300,10.23,0.0,427.61
cycle,18.63,121.39,meat_light,33.42,0,0.0,99.54,200,16.71,0.0,306.18
bus,17.24,50.27,pescatarian,24.96,0,20.68,41.22,150,12.48,0.0,208.31
car_diesel,1.93,156.16,vegetarian,17.62,3,9.84,128.05,100,8.81,63.75,309.7
car_diesel,18.23,215.79,vegetarian,3.9,6,92.96,176.95,100,1.95,127.5,493.41
car_electric,30.96,213.68,meat_light,16.53,2,46.45,175.21,200,8.27,42.5,442.76
cycle,33.27,122.1,pescatarian,16.98,4,0.0,100.13,150,8.49,85.0,330.25
motorcycle,0.76,230.53,meat_heavy,4.53,1,2.51,189.04,300,2.26,21.25,541.36
bus,1.04,193.45,meat_heavy,5.81,3,1.25,158.63,300,2.91,63.75,503.65
car_diesel,5.62,118.32,meat_light,30.82,1,28.64,97.02,200,15.41,21.25,348.03
bus,0.77,121.84,meat_light,32.25,0,0.93,99.91,200,16.13,0.0,329.17
train,36.02,97.4,pescatarian,25.28,1,32.42,79.87,150,12.64,21.25,288.16
train,9.99,132.75,meat_heavy,11.76,0,8.99,108.85,300,5.88,0.0,431.32
motorcycle,1.84,263.87,meat_light,19.09,3,6.08,216.38,200,9.54,63.75,479.01
car_petrol,68.94,221.19,meat_heavy,4.87,0,434.35,181.37,300,2.43,0.0,949.91
car_petrol,8.61,168.87,vegetarian,17.13,2,54.23,138.47,100,8.56,42.5,368.15
bus,19.41,31.13,meat_light,16.45,1,23.3,25.52,200,8.23,21.25,299.94
walking,49.54,145.09,meat_light,27.93,3,0.0,118.97,200,13.96,63.75,389.89
walking,13.44,244.5,meat_heavy,26.07,0,0.0,200.49,300,13.04,0.0,533.75
bus,7.82,166.87,meat_light,31.92,0,9.38,136.84,200,15.96,0.0,361.09
bus,12.98,254.38,meat_light,20.68,0,15.57,208.59,200,10.34,0.0,428.05
motorcycle,19.64,137.75,vegetarian,44.94,1,64.82,112.96,100,22.47,21.25,304.47
car_petrol,67.44,248.36,meat_light,28.63,3,424.9,203.65,200,14.31,63.75,926.63
train,11.49,134.58,vegetarian,22.22,0,10.34,110.35,100,11.11,0.0,223.31
cycle,0.81,138.71,vegetarian,17.18,0,0.0,113.75,100,8.59,0.0,232.93
bus,0.14,34.96,vegetarian,8.23,2,0.17,28.67,100,4.12,42.5,181.13
train,32.59,176.2,vegetarian,23.21,2,29.33,144.49,100,11.6,42.5,352.06
bus,21.13,145.01,meat_light,25.19,1,25.36,118.91,200,12.6,21.25,404.3
car_petrol,17.38,211.16,meat_light,25.22,3,109.52,173.15,200,12.61,63.75,598.57
car_petrol,12.87,202.44,meat_heavy,20.63,0,81.08,166.0,300,10.31,0.0,521.1
bus,18.99,178.82,meat_heavy,17.75,1,22.79,146.63,300,8.88,21.25,530.74
car_electric,33.37,86.72,meat_heavy,19.46,1,50.06,71.11,300,9.73,21.25,469.11
car_electric,0.48,149.46,meat_light,12.42,0,0.71,122.56,200,6.21,0.0,339.79
train,30.43,201.81,meat_light,19.88,1,27.39,165.48,200,9.94,21.25,403.66
car_diesel,1.08,70.47,pescatarian,25.63,2,5.52,57.79,150,12.82,42.5,261.19
car_diesel,4.63,122.6,meat_light,22.71,1,23.61,100.53,200,11.36,21.25,367.44
bus,41.61,147.49,vegetarian,19.25,0,49.94,120.94,100,9.63,0.0,271.04
car_diesel,18.45,82.92,meat_light,32.31,0,94.08,68.0,200,16.16,0.0,365.55
bus,0.6,140.94,meat_heavy,13.81,2,0.72,115.57,300,6.91,42.5,435.01
cycle,32.95,220.7,meat_light,23.27,0,0.0,180.97,200,11.63,0.0,393.36
bus,19.32,187.15,meat_heavy,20.72,3,23.19,153.46,300,10.36,63.75,577.32
walking,2.59,147.81,meat_heavy,6.1,1,0.0,121.2,300,3.05,21.25,463.18
car_petrol,7.27,105.38,pescatarian,24.11,0,45.82,86.41,150,12.06,0.0,287.21
train,11.47,95.07,meat_heavy,21.01,0,10.32,77.96,300,10.51,0.0,408.26
train,5.88,166.22,meat_light,27.16,0,5.29,136.3,200,13.58,0.0,380.31
train,5.83,213.57,meat_light,15.56,2,5.25,175.13,200,7.78,42.5,426.61
train,12.21,183.73,meat_heavy,10.21,0,10.99,150.66,300,5.11,0.0,463.85
bus,19.5,177.86,vegan,24.87,6,23.39,145.84,50,12.44,127.5,373.68
cycle,26.33,200.75,vegetarian,17.26,0,0.0,164.62,100,8.63,0.0,285.84
cycle,4.44,176.35,meat_light,26.67,3,0.0,144.61,200,13.33,63.75,416.24
car_petrol,8.38,346.58,meat_heavy,24.32,2,52.8,284.2,300,12.16,42.5,700.67
train,5.32,143.41,meat_light,18.53,1,4.79,117.59,200,9.26,21.25,374.15
car_diesel,0.3,190.3,pescatarian,6.28,1,1.52,156.05,150,3.14,21.25,351.96
cycle,7.73,287.33,meat_heavy,5.89,6,0.0,235.61,300,2.95,127.5,637.86
train,11.87,96.2,vegan,1.0,2,10.68,78.88,50,0.5,42.5,176.55
bus,8.95,130.41,vegetarian,10.63,1,10.74,106.93,100,5.32,21.25,232.47
bus,4.28,219.72,vegetarian,26.26,1,5.14,180.17,100,13.13,21.25,297.74
bus,7.68,255.89,meat_heavy,42.34,1,9.21,209.83,300,21.17,21.25,568.92
motorcycle,74.44,106.22,meat_heavy,27.54,1,245.64,87.1,300,13.77,21.25,702.88
cycle,5.23,86.2,vegetarian,28.17,0,0.0,70.68,100,14.09,0.0,191.44
car_diesel,0.02,100.73,vegetarian,24.3,0,0.12,82.6,100,12.15,0.0,191.12
motorcycle,1.14,79.14,meat_light,10.79,1,3.76,64.9,200,5.39,21.25,278.59
car_petrol,49.05,108.65,meat_heavy,8.78,2,309.03,89.09,300,4.39,42.5,726.14
train,0.5,144.28,meat_heavy,33.84,4,0.45,118.31,300,16.92,85.0,556.15
cycle,17.94,117.54,meat_light,2.69,3,0.0,96.39,200,1.34,63.75,344.53
cycle,42.21,116.47,vegetarian,17.5,0,0.0,95.51,100,8.75,0.0,207.99
cycle,57.38,151.35,vegan,1.78,0,0.0,124.11,50,0.89,0.0,166.01
bus,15.6,10.0,meat_heavy,18.56,0,18.72,8.2,300,9.28,0.0,337.1
train,20.35,138.91,meat_light,25.2,0,18.31,113.9,200,12.6,0.0,350.83
car_diesel,4.37,254.69,vegan,39.24,2,22.28,208.85,50,19.62,42.5,350.04
car_petrol,15.85,164.31,pescatarian,34.28,0,99.83,134.73,150,17.14,0.0,408.79
walking,27.85,145.61,meat_heavy,13.67,0,0.0,119.4,300,6.84,0.0,459.58
walking,2.04,138.84,meat_heavy,24.71,1,0.0,113.85,300,12.36,21.25,443.22
bus,37.23,155.28,vegetarian,16.48,0,44.68,127.33,100,8.24,0.0,273.43
motorcycle,10.17,148.02,meat_heavy,15.86,0,33.55,121.38,300,7.93,0.0,495.91
train,25.37,213.49,vegetarian,23.76,1,22.83,175.06,100,11.88,21.25,341.46
bus,44.71,162.5,meat_light,16.26,0,53.65,133.25,200,8.13,0.0,384.94
bus,55.41,228.83,meat_light,19.88,0,66.49,187.64,200,9.94,0.0,431.51
car_petrol,11.96,225.02,meat_light,12.53,0,75.33,184.51,200,6.26,0.0,445.31
car_diesel,19.83,128.5,pescatarian,10.2,2,101.13,105.37,150,5.1,42.5,404.76
car_petrol,33.58,60.63,pescatarian,14.82,1,211.55,49.72,150,7.41,21.25,428.89
car_diesel,12.71,221.35,meat_heavy,25.34,1,64.81,181.51,300,12.67,21.25,552.89
train,30.08,172.25,vegetarian,18.13,6,27.07,141.25,100,9.07,127.5,428.22
train,69.82,99.21,meat_light,24.86,0,62.84,81.35,200,12.43,0.0,350.33
train,12.21,207.09,meat_heavy,6.45,0,10.99,169.82,300,3.23,0.0,475.16
car_petrol,29.72,168.34,vegetarian,14.15,0,187.21,138.04,100,7.07,0.0,462.5
car_petrol,14.4,149.14,meat_light,16.66,0,90.7,122.3,200,8.33,0.0,396.53
car_electric,27.89,159.77,meat_light,31.96,0,41.83,131.01,200,15.98,0.0,375.59
car_petrol,7.17,156.53,meat_light,7.69,4,45.16,128.35,200,3.84,85.0,439.84
bus,42.49,53.62,vegetarian,23.16,0,50.99,43.97,100,11.58,0.0,200.11
train,1.22,192.72,meat_heavy,12.25,1,1.1,158.03,300,6.12,21.25,501.92
car_electric,4.36,236.13,meat_heavy,5.37,0,6.53,193.63,300,2.69,0.0,503.45
car_electric,17.75,163.13,meat_light,30.38,0,26.62,133.76,200,15.19,0.0,363.44
car_electric,45.13,146.2,pescatarian,23.86,3,67.7,119.88,150,11.93,63.75,408.43
bus,6.56,163.18,meat_heavy,33.38,2,7.88,133.81,300,16.69,42.5,478.03
train,40.24,88.22,vegan,16.13,1,36.22,72.34,50,8.06,21.25,183.44
bus,5.21,124.7,vegetarian,25.01,1,6.25,102.26,100,12.5,21.25,242.22
car_diesel,7.93,181.97,meat_heavy,13.56,1,40.45,149.21,300,6.78,21.25,535.42
train,3.72,116.35,vegetarian,15.78,0,3.35,95.41,100,7.89,0.0,214.85
motorcycle,38.19,187.1,meat_light,31.64,0,126.02,153.42,200,15.82,0.0,480.35
bus,0.23,82.12,meat_light,27.1,2,0.28,67.33,200,13.55,42.5,313.66
car_petrol,67.49,104.29,meat_light,17.6,2,425.21,85.52,200,8.8,42.5,728.1
car_diesel,6.95,195.2,vegetarian,21.07,4,35.45,160.07,100,10.54,85.0,419.05
cycle,6.04,227.95,meat_heavy,25.34,0,0.0,186.92,300,12.67,0.0,520.85
car_electric,4.83,231.72,meat_light,17.08,1,7.24,190.01,200,8.54,21.25,460.88
car_electric,23.89,72.86,meat_light,7.07,4,35.83,59.75,200,3.54,85.0,386.72
train,2.34,150.66,vegan,8.15,0,2.1,123.54,50,4.07,0.0,180.21
car_petrol,7.68,312.62,meat_heavy,24.16,1,48.39,256.35,300,12.08,21.25,629.37
walking,38.41,129.2,meat_light,17.75,1,0.0,105.95,200,8.87,21.25,351.65
train,24.53,151.31,vegetarian,22.54,2,22.08,124.08,100,11.27,42.5,288.02
train,78.73,197.82,meat_light,33.07,0,70.85,162.21,200,16.53,0.0,439.02
bus,34.78,88.44,meat_light,24.86,2,41.74,72.52,200,12.43,42.5,367.76
bus,36.87,91.37,meat_heavy,33.91,0,44.24,74.92,300,16.95,0.0,470.69
car_petrol,0.38,132.57,meat_light,23.55,2,2.37,108.71,200,11.78,42.5,386.34
walking,8.7,111.79,meat_light,22.78,3,0.0,91.67,200,11.39,63.75,359.04
bus,17.52,161.6,vegan,20.48,1,21.02,132.52,50,10.24,21.25,248.68
motorcycle,2.04,35.43,vegetarian,25.51,3,6.75,29.05,100,12.75,63.75,213.04
walking,41.0,69.57,meat_heavy,17.44,0,0.0,57.05,300,8.72,0.0,353.25
bus,7.64,177.13,vegetarian,9.41,0,9.17,145.24,100,4.71,0.0,253.82
train,20.23,248.36,pescatarian,4.62,4,18.21,203.65,150,2.31,85.0,426.47
bus,55.48,118.63,vegetarian,24.02,2,66.57,97.28,100,12.01,42.5,297.18
cycle,31.73,120.35,meat_light,22.27,2,0.0,98.69,200,11.14,42.5,370.98
car_petrol,0.58,89.04,meat_light,17.06,3,3.68,73.01,200,8.53,63.75,342.92
cycle,0.01,188.52,vegetarian,17.84,1,0.0,154.58,100,8.92,21.25,282.54
walking,3.27,49.15,meat_heavy,16.0,1,0.0,40.3,300,8.0,21.25,376.3
bus,2.41,110.96,meat_light,17.39,2,2.89,90.99,200,8.69,42.5,365.75
train,69.75,74.17,vegetarian,27.74,0,62.78,60.82,100,13.87,0.0,228.72
bus,14.5,273.25,pescatarian,21.18,0,17.4,224.07,150,10.59,0.0,380.59
car_electric,33.85,195.81,vegetarian,29.39,1,50.78,160.56,100,14.7,21.25,351.21
motorcycle,19.96,319.45,meat_light,17.17,0,65.87,261.95,200,8.58,0.0,557.83
car_petrol,1.72,144.67,vegetarian,14.49,1,10.86,118.63,100,7.25,21.25,271.61
walking,25.15,220.24,pescatarian,6.76,3,0.0,180.6,150,3.38,63.75,421.3
bus,9.82,137.54,pescatarian,30.57,1,11.78,112.79,150,15.29,21.25,326.97
car_petrol,48.74,69.59,pescatarian,16.11,0,307.05,57.07,150,8.06,0.0,495.11
bus,16.19,225.31,meat_heavy,25.49,3,19.42,184.75,300,12.75,63.75,601.95
walking,10.11,129.73,vegan,20.02,0,0.0,106.38,50,10.01,0.0,155.76
car_diesel,4.87,168.04,meat_light,26.14,0,24.84,137.8,200,13.07,0.0,404.86
cycle,56.37,74.61,meat_heavy,30.31,0,0.0,61.18,300,15.16,0.0,380.11
car_petrol,63.76,126.94,meat_light,15.99,2,401.7,104.09,200,7.99,42.5,770.73
car_diesel,0.02,139.52,meat_heavy,30.88,1,0.12,114.41,300,15.44,21.25,453.02
motorcycle,14.84,158.94,pescatarian,32.26,0,48.97,130.33,150,16.13,0.0,319.88
bus,6.53,174.69,meat_light,12.47,2,7.84,143.25,200,6.23,42.5,400.05
cycle,68.86,180.54,pescatarian,29.23,6,0.0,148.04,150,14.62,127.5,424.25
